CEF,NE,CM,NM,AGEB,CMZ,PT,PF,PM,P_0_2,PF_0_2,PM_0_2,P_3_MAS,PF_3_MAS,PM_3_MAS,P_5_MAS,PF_5_MAS,PM_5_MAS,P_12_MAS,PF_12_MAS,PM_12_MAS,P_15_MAS,PF_15_MAS,PM_15_MAS,P_18_MAS,PF_18_MAS,PM_18_MAS,P_3_5,PF_3_5,PM_3_5,P_6_11,PF_6_11,PM_6_11,P_8_14,PF_8_14,PM_8_14,P_12_14,PF_12_14,PM_12_14,P_15_17,PF_15_17,PM_15_17,P_18_24,PF_18_24,PM_18_24,PF_15_49,P_60_MAS,PF_60_MAS,PM_60_MAS,RMF,P_0_14,P_15_64,P_65_100,THC,HCRF,HCRM,PHC,PHCRF,PHCRM
19,Nuevo León,46,San Nicolás de los Garza,1515,26,15,6,9,0,0,0,15,6,9,15,6,9,14,6,8,14,6,8,13,5,8,0,0,0,NaN,0,NaN,NaN,0,NaN,0,0,0,NaN,NaN,0,3,NaN,NaN,5,NaN,NaN,NaN,150,NaN,12,NaN,3,NaN,NaN,15,5,10
19,Nuevo León,46,San Nicolás de los Garza,1515,27,18,7,11,0,0,0,18,7,11,18,7,11,17,6,11,15,6,9,14,6,8,0,0,0,NaN,NaN,0,3,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,0,0,3,5,3,NaN,157.14,3,10,5,6,3,3,18,10,8
19,Nuevo León,46,San Nicolás de los Garza,1515,28,50,24,26,NaN,0,NaN,49,24,25,48,24,24,46,23,23,45,23,22,42,22,20,NaN,0,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,0,NaN,3,NaN,NaN,4,NaN,3,11,7,5,NaN,108.33,5,42,3,16,5,11,50,10,40
19,Nuevo León,46,San Nicolás de los Garza,1515,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1515,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1515,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1515,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1534,2,174,93,81,10,6,4,164,87,77,158,85,73,146,80,66,137,75,62,127,67,60,7,NaN,5,11,5,6,16,9,7,9,5,4,10,8,NaN,20,10,10,50,15,7,8,87.1,37,129,8,47,8,39,174,27,147
19,Nuevo León,46,San Nicolás de los Garza,1534,3,188,94,94,14,9,5,174,85,89,165,82,83,144,74,70,133,68,65,125,64,61,14,6,8,16,5,11,21,10,11,11,6,5,8,4,4,14,6,8,44,9,5,4,100,55,130,3,54,11,43,188,33,155
19,Nuevo León,46,San Nicolás de los Garza,1534,4,180,88,92,11,6,5,169,82,87,163,78,85,144,70,74,137,69,68,130,67,63,11,6,5,14,6,8,17,7,10,7,NaN,6,7,NaN,5,22,12,10,46,20,12,8,104.55,43,124,13,50,15,35,180,37,143
19,Nuevo León,46,San Nicolás de los Garza,1534,5,139,81,58,3,NaN,NaN,136,80,56,133,77,56,120,71,49,108,62,46,95,54,41,6,3,3,10,6,4,19,12,7,12,9,3,13,8,5,15,9,6,44,15,10,5,71.6,31,98,10,39,10,29,139,35,104
19,Nuevo León,46,San Nicolás de los Garza,1534,6,68,34,34,3,NaN,NaN,65,32,33,65,32,33,60,29,31,60,29,31,57,28,29,0,0,0,5,3,NaN,5,3,NaN,0,0,0,3,NaN,NaN,15,7,8,14,3,NaN,NaN,100,8,59,NaN,23,7,16,68,18,50
19,Nuevo León,46,San Nicolás de los Garza,1534,7,41,22,19,3,NaN,NaN,38,21,17,37,21,16,33,19,14,30,16,14,27,15,12,NaN,0,NaN,3,NaN,NaN,6,5,NaN,3,3,0,3,NaN,NaN,7,3,4,9,NaN,NaN,0,86.36,11,30,0,12,5,7,41,18,23
19,Nuevo León,46,San Nicolás de los Garza,1534,9,350,173,177,16,6,10,334,167,167,329,164,165,293,144,149,270,135,135,258,127,131,9,4,5,32,19,13,48,24,24,23,9,14,12,8,4,53,25,28,101,22,11,11,102.31,80,255,15,100,21,79,350,54,296
19,Nuevo León,46,San Nicolás de los Garza,1534,10,262,132,130,8,NaN,6,254,130,124,246,129,117,233,123,110,222,118,104,209,111,98,11,NaN,9,10,5,5,20,10,10,11,5,6,13,7,6,46,19,27,90,17,8,9,98.48,40,213,9,80,50,30,262,161,101
19,Nuevo León,46,San Nicolás de los Garza,1534,11,209,102,107,7,5,NaN,198,95,103,194,94,100,176,86,90,163,81,82,155,77,78,8,NaN,6,14,7,7,24,11,13,13,5,8,8,4,4,24,12,12,50,22,11,11,104.9,42,152,11,49,15,34,209,73,136
19,Nuevo León,46,San Nicolás de los Garza,1534,12,127,63,64,11,6,5,116,57,59,110,55,55,98,47,51,96,47,49,92,45,47,8,4,4,10,6,4,9,4,5,NaN,0,NaN,4,NaN,NaN,13,9,4,28,23,9,14,101.59,31,86,10,30,8,22,127,33,94
19,Nuevo León,46,San Nicolás de los Garza,1534,13,205,97,108,9,NaN,7,196,95,101,190,93,97,170,82,88,161,79,82,156,76,80,9,3,6,17,10,7,21,12,9,9,3,6,5,3,NaN,29,14,15,53,16,10,6,111.34,44,150,11,63,17,46,205,47,158
19,Nuevo León,46,San Nicolás de los Garza,1534,14,223,110,113,8,3,5,215,107,108,201,97,104,180,88,92,168,80,88,156,73,83,19,12,7,16,7,9,21,11,10,12,8,4,12,7,5,21,10,11,58,17,7,10,102.73,55,159,9,69,25,44,223,97,126
19,Nuevo León,46,San Nicolás de los Garza,1534,15,238,113,125,15,7,8,223,106,117,215,100,115,197,95,102,191,93,98,186,93,93,12,8,4,14,3,11,16,3,13,6,NaN,4,5,0,5,32,14,18,53,25,16,9,110.62,47,180,11,53,21,32,238,90,148
19,Nuevo León,46,San Nicolás de los Garza,1534,16,92,42,50,4,NaN,NaN,88,40,48,85,39,46,76,36,40,69,36,33,63,32,31,4,NaN,3,8,3,5,13,NaN,12,7,0,7,6,4,NaN,13,8,5,28,10,4,6,119.05,23,63,6,23,7,16,92,30,62
19,Nuevo León,46,San Nicolás de los Garza,1534,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1534,18,238,113,125,7,5,NaN,231,108,123,226,106,120,204,93,111,194,88,106,183,85,98,9,4,5,18,11,7,23,14,9,10,5,5,11,3,8,26,5,21,58,19,10,9,110.62,44,186,8,65,43,22,238,155,83
19,Nuevo León,46,San Nicolás de los Garza,1534,19,185,86,99,8,4,4,177,82,95,170,78,92,150,70,80,144,67,77,132,61,71,10,4,6,17,8,9,16,7,9,6,3,3,12,6,6,21,8,13,39,27,16,11,115.12,41,124,20,41,20,21,185,105,80
19,Nuevo León,46,San Nicolás de los Garza,1534,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1534,21,116,62,54,5,NaN,3,111,60,51,107,58,49,100,57,43,95,53,42,89,48,41,5,NaN,3,6,NaN,5,10,5,5,5,4,NaN,6,5,NaN,19,11,8,40,7,4,3,87.1,21,91,4,28,8,20,116,26,90
19,Nuevo León,46,San Nicolás de los Garza,1534,22,116,57,59,5,NaN,3,111,55,56,109,54,55,103,51,52,97,46,51,91,46,45,4,NaN,3,4,3,NaN,10,8,NaN,6,5,NaN,6,0,6,23,8,15,27,15,10,5,103.51,19,88,9,37,12,25,116,26,90
19,Nuevo León,46,San Nicolás de los Garza,1534,23,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,1534,24,187,94,93,NaN,NaN,0,186,93,93,178,88,90,163,81,82,153,80,73,146,76,70,8,5,3,15,7,8,22,6,16,10,NaN,9,7,4,3,29,17,12,56,15,8,7,98.94,34,142,11,53,39,14,187,140,47
19,Nuevo León,46,San Nicolás de los Garza,1534,25,218,103,115,12,6,6,206,97,109,196,93,103,172,84,88,163,81,82,155,75,80,12,5,7,22,8,14,25,8,17,9,3,6,8,6,NaN,20,7,13,52,26,11,15,111.65,55,146,17,49,14,35,218,67,151
19,Nuevo León,46,San Nicolás de los Garza,1534,26,134,64,70,5,NaN,4,129,63,66,125,61,64,116,56,60,110,53,57,103,51,52,7,4,3,6,3,3,10,5,5,6,3,3,7,NaN,5,26,11,15,34,8,5,3,109.38,24,104,6,38,10,28,134,25,109
19,Nuevo León,46,San Nicolás de los Garza,1534,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1534,28,168,77,91,5,3,NaN,163,74,89,162,74,88,147,70,77,142,67,75,128,64,64,3,NaN,NaN,13,3,10,15,5,10,5,3,NaN,14,3,11,31,12,19,38,15,8,7,118.18,26,131,11,51,33,18,168,115,53
19,Nuevo León,46,San Nicolás de los Garza,1534,29,186,100,86,7,5,NaN,179,95,84,168,91,77,152,81,71,143,75,68,135,70,65,12,5,7,15,9,6,18,11,7,9,6,3,8,5,3,18,8,10,46,19,9,10,86,43,132,11,48,15,33,186,52,134
19,Nuevo León,46,San Nicolás de los Garza,1534,30,68,34,34,0,0,0,68,34,34,66,33,33,60,33,27,57,30,27,55,29,26,3,NaN,NaN,5,0,5,6,3,3,3,3,0,NaN,NaN,NaN,7,5,NaN,17,13,6,7,100,11,50,7,19,9,10,68,35,33
19,Nuevo León,46,San Nicolás de los Garza,1534,31,148,77,71,8,5,3,140,72,68,138,70,68,128,66,62,126,65,61,115,60,55,3,3,0,9,3,6,7,NaN,5,NaN,NaN,NaN,11,5,6,31,16,15,41,15,9,6,92.21,22,117,9,37,11,26,148,37,111
19,Nuevo León,46,San Nicolás de los Garza,1534,32,51,27,24,0,0,0,51,27,24,51,27,24,48,25,23,46,24,22,44,23,21,0,0,0,3,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6,6,17,NaN,NaN,0,88.89,5,46,0,15,NaN,13,51,4,47
19,Nuevo León,46,San Nicolás de los Garza,1534,33,183,90,93,5,4,NaN,178,86,92,171,83,88,152,76,76,149,76,73,145,74,71,14,5,9,12,5,7,9,NaN,7,3,0,3,4,NaN,NaN,26,15,11,53,16,7,9,103.33,34,143,6,47,23,24,183,96,87
19,Nuevo León,46,San Nicolás de los Garza,1534,34,120,59,61,3,0,3,117,59,58,115,57,58,108,56,52,102,53,49,98,50,48,NaN,NaN,0,7,NaN,6,11,4,7,6,3,3,4,3,NaN,20,9,11,26,14,8,6,103.39,18,94,8,37,14,23,120,38,82
19,Nuevo León,46,San Nicolás de los Garza,1534,35,138,66,72,3,NaN,NaN,135,64,71,131,61,70,120,55,65,114,53,61,105,50,55,7,5,NaN,8,4,4,12,6,6,6,NaN,4,9,3,6,28,11,17,37,9,4,5,109.09,24,109,5,37,5,32,138,12,126
19,Nuevo León,46,San Nicolás de los Garza,1534,36,50,20,30,NaN,NaN,0,48,18,30,47,17,30,41,13,28,40,13,27,37,11,26,NaN,NaN,0,6,4,NaN,6,4,NaN,NaN,0,NaN,3,NaN,NaN,6,NaN,4,10,4,NaN,NaN,150,10,38,NaN,11,3,8,50,12,38
19,Nuevo León,46,San Nicolás de los Garza,1534,37,123,59,64,6,3,3,117,56,61,113,55,58,104,49,55,102,47,55,94,43,51,6,NaN,4,7,5,NaN,7,6,NaN,NaN,NaN,0,8,4,4,18,8,10,35,15,5,10,108.47,21,94,8,35,8,27,123,25,98
19,Nuevo León,46,San Nicolás de los Garza,1534,38,158,73,85,8,NaN,6,150,71,79,146,68,78,135,63,72,126,57,69,121,53,68,7,5,NaN,8,3,5,13,7,6,9,6,3,5,4,NaN,26,11,15,37,14,6,8,116.44,32,115,11,43,4,39,158,10,148
19,Nuevo León,46,San Nicolás de los Garza,1534,39,143,79,64,4,NaN,3,139,78,61,136,77,59,126,72,54,119,68,51,112,64,48,3,NaN,NaN,10,5,5,12,5,7,7,4,3,7,4,3,21,11,10,44,27,12,15,81.01,24,102,17,40,12,28,143,46,97
19,Nuevo León,46,San Nicolás de los Garza,1534,40,304,149,155,6,NaN,4,298,147,151,289,143,146,266,134,132,254,129,125,241,122,119,10,4,6,22,9,13,30,13,17,12,5,7,13,7,6,43,18,25,74,52,24,28,104.03,50,229,25,83,16,67,304,51,253
19,Nuevo León,46,San Nicolás de los Garza,1534,41,75,35,40,3,0,3,72,35,37,69,35,34,61,28,33,56,26,30,52,24,28,6,3,3,5,4,NaN,8,5,3,5,NaN,3,4,NaN,NaN,8,3,5,21,3,NaN,NaN,114.29,19,54,NaN,24,7,17,75,21,54
19,Nuevo León,46,San Nicolás de los Garza,1534,42,77,36,41,NaN,0,NaN,75,36,39,74,36,38,65,32,33,60,28,32,58,28,30,3,NaN,NaN,7,NaN,5,10,5,5,5,4,NaN,NaN,0,NaN,18,10,8,20,4,NaN,NaN,113.89,17,58,NaN,24,6,18,77,13,64
19,Nuevo León,46,San Nicolás de los Garza,1534,43,49,27,22,NaN,0,NaN,48,27,21,47,26,21,41,23,18,39,21,18,36,20,16,4,3,NaN,3,NaN,NaN,5,3,NaN,NaN,NaN,0,3,NaN,NaN,8,6,NaN,16,3,NaN,NaN,81.48,10,37,NaN,13,3,10,49,7,42
19,Nuevo León,46,San Nicolás de los Garza,1534,44,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,1549,1,31,15,16,NaN,0,NaN,30,15,15,29,15,14,28,15,13,28,15,13,25,12,13,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,0,0,0,3,3,0,6,NaN,4,10,6,3,3,106.67,3,24,4,8,NaN,7,31,4,27
19,Nuevo León,46,San Nicolás de los Garza,1549,2,28,16,12,NaN,NaN,0,27,15,12,25,13,12,24,12,12,24,12,12,24,12,12,NaN,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,6,3,NaN,NaN,75,4,24,0,8,NaN,7,28,3,25
19,Nuevo León,46,San Nicolás de los Garza,1549,3,32,15,17,NaN,0,NaN,30,15,15,30,15,15,30,15,15,29,15,14,28,15,13,0,0,0,0,0,0,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN,0,7,9,5,4,113.33,3,21,8,10,NaN,8,32,10,22
19,Nuevo León,46,San Nicolás de los Garza,1549,4,94,50,44,NaN,0,NaN,93,50,43,92,49,43,87,46,41,85,46,39,83,44,39,NaN,NaN,NaN,4,3,NaN,6,3,3,NaN,0,NaN,NaN,NaN,0,11,6,5,22,23,15,8,88,9,70,15,28,7,21,94,11,83
19,Nuevo León,46,San Nicolás de los Garza,1549,5,68,33,35,NaN,NaN,0,67,32,35,65,31,34,62,30,32,62,30,32,61,29,32,NaN,NaN,NaN,3,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,0,9,3,6,11,23,13,10,106.06,6,58,4,23,5,18,68,11,57
19,Nuevo León,46,San Nicolás de los Garza,1549,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1549,7,47,22,25,NaN,0,NaN,46,22,24,45,21,24,43,21,22,43,21,22,41,19,22,NaN,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,NaN,0,7,NaN,5,11,10,5,5,113.64,4,35,8,16,4,12,47,10,37
19,Nuevo León,46,San Nicolás de los Garza,1549,8,152,75,77,7,7,0,145,68,77,140,66,74,134,62,72,129,60,69,120,57,63,6,3,3,5,3,NaN,8,3,5,5,NaN,3,9,3,6,12,5,7,30,21,13,8,102.67,23,116,13,46,12,34,152,33,119
19,Nuevo León,46,San Nicolás de los Garza,1549,9,52,29,23,NaN,0,NaN,51,29,22,48,28,20,47,28,19,47,28,19,46,27,19,3,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0,NaN,NaN,0,8,8,0,17,9,5,4,79.31,5,42,5,17,5,12,52,11,41
19,Nuevo León,46,San Nicolás de los Garza,1549,10,185,97,88,7,4,3,178,93,85,175,91,84,164,87,77,156,83,73,152,81,71,4,NaN,NaN,10,4,6,14,6,8,8,4,4,4,NaN,NaN,19,13,6,47,38,23,15,90.72,29,134,22,51,21,30,185,72,113
19,Nuevo León,46,San Nicolás de los Garza,1549,11,86,43,43,NaN,0,NaN,85,43,42,84,43,41,78,40,38,73,37,36,69,34,35,3,NaN,NaN,4,NaN,NaN,8,5,3,5,3,NaN,4,3,NaN,6,3,3,23,17,8,9,100,13,66,7,28,4,24,86,13,73
19,Nuevo León,46,San Nicolás de los Garza,1549,12,93,46,47,3,NaN,NaN,90,45,45,89,45,44,83,44,39,82,44,38,80,43,37,3,NaN,NaN,4,0,4,4,0,4,NaN,0,NaN,NaN,NaN,NaN,17,11,6,30,14,6,8,102.17,11,76,6,27,6,21,93,16,77
19,Nuevo León,46,San Nicolás de los Garza,1549,13,183,103,80,8,6,NaN,175,97,78,172,96,76,152,84,68,144,80,64,134,73,61,7,3,4,16,10,6,21,12,9,8,4,4,10,7,3,7,6,NaN,47,43,23,20,77.67,39,121,23,48,15,33,183,50,133
19,Nuevo León,46,San Nicolás de los Garza,1549,14,149,73,76,3,NaN,NaN,146,72,74,142,69,73,129,64,65,125,63,62,124,62,62,5,4,NaN,12,4,8,11,5,6,4,NaN,3,NaN,NaN,0,21,12,9,34,33,17,16,104.11,24,116,9,42,9,33,149,18,131
19,Nuevo León,46,San Nicolás de los Garza,1549,15,125,66,59,3,NaN,NaN,122,64,58,118,64,54,107,59,48,103,58,45,97,55,42,5,0,5,10,5,5,10,4,6,4,NaN,3,6,3,3,15,8,7,37,34,19,15,89.39,22,76,27,35,10,25,125,32,93
19,Nuevo León,46,San Nicolás de los Garza,1549,16,248,120,128,9,5,4,239,115,124,231,111,120,213,101,112,202,98,104,191,92,99,9,5,4,17,9,8,22,10,12,11,3,8,11,6,5,27,11,16,52,50,22,28,106.67,46,179,23,65,11,54,248,40,208
19,Nuevo León,46,San Nicolás de los Garza,1549,17,116,58,58,3,NaN,NaN,113,57,56,108,54,54,96,50,46,89,46,43,88,46,42,6,4,NaN,11,3,8,14,7,7,7,4,3,NaN,0,NaN,8,6,NaN,29,26,14,12,100,27,70,19,35,8,27,116,21,95
19,Nuevo León,46,San Nicolás de los Garza,1549,18,221,118,103,NaN,NaN,0,219,116,103,213,114,99,203,108,95,200,106,94,197,105,92,8,3,5,8,5,3,8,5,3,3,NaN,NaN,3,NaN,NaN,23,11,12,52,63,34,29,87.29,21,173,27,68,14,54,221,37,184
19,Nuevo León,46,San Nicolás de los Garza,1549,19,95,49,46,3,NaN,NaN,92,47,45,90,45,45,84,41,43,80,40,40,77,40,37,4,3,NaN,4,3,NaN,7,4,3,4,NaN,3,3,0,3,10,5,5,22,22,10,12,93.88,15,70,10,28,5,23,95,17,78
19,Nuevo León,46,San Nicolás de los Garza,1549,20,241,116,125,7,3,4,234,113,121,226,110,116,205,102,103,198,99,99,186,91,95,11,3,8,18,8,10,21,10,11,7,3,4,12,8,4,17,8,9,54,39,18,21,107.76,43,180,18,66,17,49,241,52,189
19,Nuevo León,46,San Nicolás de los Garza,1549,21,70,41,29,NaN,NaN,0,69,40,29,67,39,28,63,37,26,62,37,25,58,33,25,NaN,NaN,NaN,4,NaN,NaN,3,0,3,NaN,0,NaN,4,4,0,12,9,3,28,7,4,3,70.73,8,59,3,19,6,13,70,19,51
19,Nuevo León,46,San Nicolás de los Garza,1549,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1549,23,75,36,39,3,0,3,72,36,36,71,36,35,67,33,34,64,32,32,61,31,30,NaN,0,NaN,3,3,0,5,3,NaN,3,NaN,NaN,3,NaN,NaN,10,6,4,19,15,7,8,108.33,11,51,13,26,7,19,75,15,60
19,Nuevo León,46,San Nicolás de los Garza,1549,24,106,53,53,NaN,0,NaN,104,53,51,104,53,51,95,49,46,92,47,45,88,44,44,NaN,NaN,NaN,7,3,4,7,5,NaN,3,NaN,NaN,4,3,NaN,19,10,9,27,21,10,11,100,14,76,16,33,6,27,106,18,88
19,Nuevo León,46,San Nicolás de los Garza,1549,25,101,53,48,NaN,NaN,NaN,99,52,47,98,52,46,90,48,42,88,47,41,83,43,40,NaN,0,NaN,7,4,3,7,4,3,NaN,NaN,NaN,5,4,NaN,9,5,4,26,15,9,6,90.57,13,83,5,27,8,19,101,28,73
19,Nuevo León,46,San Nicolás de los Garza,1549,26,91,49,42,5,NaN,3,86,47,39,83,44,39,76,39,37,74,39,35,72,38,34,3,3,0,7,5,NaN,8,5,3,NaN,0,NaN,NaN,NaN,NaN,8,6,NaN,22,16,8,8,85.71,17,66,8,23,4,19,91,17,74
19,Nuevo León,46,San Nicolás de los Garza,1549,27,106,62,44,5,NaN,3,101,60,41,96,58,38,84,49,35,79,46,33,77,44,33,5,NaN,3,12,9,3,14,10,4,5,3,NaN,NaN,NaN,0,10,6,4,28,15,10,5,70.97,27,71,8,31,10,21,106,24,82
19,Nuevo León,46,San Nicolás de los Garza,1549,28,190,92,98,3,0,3,187,92,95,183,90,93,176,89,87,173,88,85,168,85,83,4,NaN,NaN,7,NaN,6,6,NaN,4,3,NaN,NaN,5,3,NaN,25,15,10,47,44,20,24,106.52,17,152,21,63,16,47,190,43,147
19,Nuevo León,46,San Nicolás de los Garza,1549,29,79,45,34,4,NaN,NaN,75,43,32,73,41,32,67,36,31,64,34,30,59,31,28,3,3,0,5,4,NaN,7,5,NaN,3,NaN,NaN,5,3,NaN,8,3,5,19,19,10,9,75.56,15,56,8,24,6,18,79,12,67
19,Nuevo León,46,San Nicolás de los Garza,1549,30,122,61,61,NaN,0,NaN,120,61,59,117,60,57,112,56,56,110,56,54,107,54,53,3,NaN,NaN,5,4,NaN,6,3,3,NaN,0,NaN,3,NaN,NaN,20,7,13,33,15,10,5,100,12,106,4,38,12,26,122,35,87
19,Nuevo León,46,San Nicolás de los Garza,1549,31,92,48,44,NaN,NaN,0,91,47,44,91,47,44,86,45,41,80,41,39,79,41,38,0,0,0,5,NaN,3,9,5,4,6,4,NaN,NaN,0,NaN,10,4,6,19,12,7,5,91.67,12,72,8,30,11,19,92,29,63
19,Nuevo León,46,San Nicolás de los Garza,1549,32,156,82,74,4,NaN,NaN,152,80,72,149,78,71,138,71,67,129,67,62,125,65,60,6,4,NaN,8,5,3,15,9,6,9,4,5,4,NaN,NaN,22,12,10,37,19,10,9,90.24,27,122,7,43,7,36,156,16,140
19,Nuevo León,46,San Nicolás de los Garza,1549,33,101,54,47,NaN,0,NaN,100,54,46,100,54,46,90,47,43,88,45,43,85,43,42,3,NaN,NaN,7,6,NaN,5,5,0,NaN,NaN,0,3,NaN,NaN,16,11,5,25,16,6,10,87.04,13,77,11,30,7,23,101,20,81
19,Nuevo León,46,San Nicolás de los Garza,1549,34,117,61,56,3,NaN,NaN,114,60,54,112,59,53,108,55,53,108,55,53,102,50,52,3,NaN,NaN,3,3,0,NaN,NaN,0,0,0,0,6,5,NaN,27,14,13,32,10,4,6,91.8,9,108,0,35,8,27,117,24,93
19,Nuevo León,46,San Nicolás de los Garza,1549,35,83,39,44,NaN,0,NaN,82,39,43,82,39,43,80,39,41,76,36,40,74,35,39,0,0,0,NaN,0,NaN,5,3,NaN,4,3,NaN,NaN,NaN,NaN,20,10,10,25,10,4,6,112.82,7,71,5,24,5,19,83,13,70
19,Nuevo León,46,San Nicolás de los Garza,1549,36,191,100,91,NaN,NaN,NaN,189,99,90,185,98,87,170,90,80,159,85,74,150,78,72,7,NaN,6,12,8,4,20,12,8,11,5,6,9,7,NaN,30,17,13,56,20,11,9,91,32,150,9,53,14,39,191,42,149
19,Nuevo León,46,San Nicolás de los Garza,1549,37,150,74,76,5,NaN,4,145,73,72,143,71,72,137,68,69,133,67,66,128,65,63,4,3,NaN,4,NaN,NaN,8,3,5,4,NaN,3,5,NaN,3,23,9,14,43,18,8,10,102.7,17,123,10,47,13,34,150,32,118
19,Nuevo León,46,San Nicolás de los Garza,1549,38,143,74,69,NaN,0,NaN,141,74,67,139,72,67,130,68,62,126,66,60,117,60,57,NaN,NaN,0,9,4,5,10,4,6,4,NaN,NaN,9,6,3,14,5,9,36,28,13,15,93.24,17,110,16,43,13,30,143,39,104
19,Nuevo León,46,San Nicolás de los Garza,1549,39,161,84,77,6,4,NaN,155,80,75,150,78,72,131,69,62,127,68,59,123,65,58,7,NaN,5,17,9,8,15,6,9,4,NaN,3,4,3,NaN,16,9,7,42,29,15,14,91.67,34,120,7,44,9,35,161,26,135
19,Nuevo León,46,San Nicolás de los Garza,1549,40,135,74,61,5,NaN,3,130,72,58,129,71,58,119,67,52,116,66,50,112,62,50,NaN,NaN,NaN,9,4,5,10,4,6,3,NaN,NaN,4,4,0,23,15,8,40,19,14,5,82.43,19,107,9,41,10,31,135,30,105
19,Nuevo León,46,San Nicolás de los Garza,1549,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1568,1,150,72,78,8,4,4,142,68,74,140,67,73,126,64,62,115,60,55,105,56,49,NaN,NaN,NaN,14,3,11,24,7,17,11,4,7,10,4,6,17,9,8,40,16,9,7,108.33,35,104,11,42,6,36,150,15,135
