CEF,NE,CM,NM,AGEB,CMZ,PT,PF,PM,P_0_2,PF_0_2,PM_0_2,P_3_MAS,PF_3_MAS,PM_3_MAS,P_5_MAS,PF_5_MAS,PM_5_MAS,P_12_MAS,PF_12_MAS,PM_12_MAS,P_15_MAS,PF_15_MAS,PM_15_MAS,P_18_MAS,PF_18_MAS,PM_18_MAS,P_3_5,PF_3_5,PM_3_5,P_6_11,PF_6_11,PM_6_11,P_8_14,PF_8_14,PM_8_14,P_12_14,PF_12_14,PM_12_14,P_15_17,PF_15_17,PM_15_17,P_18_24,PF_18_24,PM_18_24,PF_15_49,P_60_MAS,PF_60_MAS,PM_60_MAS,RMF,P_0_14,P_15_64,P_65_100,THC,HCRF,HCRM,PHC,PHCRF,PHCRM
19,Nuevo León,46,San Nicolás de los Garza,447,56,43,23,20,NaN,0,NaN,42,23,19,42,23,19,40,23,17,38,22,16,34,19,15,0,0,0,NaN,0,NaN,3,NaN,NaN,NaN,NaN,NaN,4,3,NaN,4,3,NaN,12,6,4,NaN,86.96,5,36,NaN,13,3,10,43,5,38
19,Nuevo León,46,San Nicolás de los Garza,447,57,67,39,28,NaN,NaN,0,66,38,28,64,37,27,57,32,25,54,29,25,52,28,24,3,NaN,NaN,6,4,NaN,7,6,NaN,3,3,0,NaN,NaN,NaN,5,4,NaN,17,9,6,3,71.79,13,49,5,23,6,17,67,16,51
19,Nuevo León,46,San Nicolás de los Garza,447,58,53,26,27,NaN,NaN,NaN,51,25,26,50,24,26,46,22,24,44,20,24,41,19,22,NaN,NaN,NaN,3,NaN,NaN,5,4,NaN,NaN,NaN,0,3,NaN,NaN,10,4,6,11,4,NaN,3,103.85,9,44,0,14,NaN,13,53,4,49
19,Nuevo León,46,San Nicolás de los Garza,447,59,139,70,69,NaN,NaN,0,138,69,69,135,67,68,123,63,60,115,59,56,103,52,51,5,3,NaN,10,3,7,15,7,8,8,4,4,12,7,5,14,6,8,40,12,5,7,98.57,24,109,6,44,9,35,139,25,114
19,Nuevo León,46,San Nicolás de los Garza,447,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,447,61,69,32,37,4,NaN,NaN,65,30,35,64,29,35,54,26,28,53,25,28,49,23,26,NaN,NaN,NaN,9,3,6,8,4,4,NaN,NaN,0,4,NaN,NaN,12,4,8,20,NaN,NaN,NaN,115.63,16,52,NaN,16,7,9,69,27,42
19,Nuevo León,46,San Nicolás de los Garza,447,62,102,49,53,5,NaN,4,97,48,49,93,47,46,90,45,45,88,44,44,82,39,43,5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5,NaN,10,5,5,31,13,7,6,108.16,14,80,8,32,3,29,102,9,93
19,Nuevo León,46,San Nicolás de los Garza,447,63,107,56,51,5,3,NaN,102,53,49,97,51,46,83,44,39,80,42,38,74,39,35,7,NaN,5,12,7,5,11,8,3,3,NaN,NaN,6,3,3,8,5,3,33,8,5,3,91.07,27,77,3,31,4,27,107,10,97
19,Nuevo León,46,San Nicolás de los Garza,447,64,105,52,53,5,4,NaN,100,48,52,97,47,50,88,43,45,83,39,44,74,36,38,5,NaN,3,7,3,4,12,7,5,5,4,NaN,9,3,6,13,5,8,30,11,3,8,101.92,22,75,8,29,3,26,105,12,93
19,Nuevo León,46,San Nicolás de los Garza,447,65,95,52,43,4,NaN,3,91,51,40,88,50,38,81,45,36,79,43,36,75,42,33,3,NaN,NaN,7,5,NaN,7,6,NaN,NaN,NaN,0,4,NaN,3,9,4,5,30,9,6,3,82.69,16,73,6,32,6,26,95,15,80
19,Nuevo León,46,San Nicolás de los Garza,447,66,116,66,50,3,3,0,113,63,50,111,62,49,94,52,42,87,49,38,82,46,36,4,3,NaN,15,8,7,14,8,6,7,3,4,5,3,NaN,11,6,5,35,9,7,NaN,75.76,29,79,8,32,9,23,116,27,89
19,Nuevo León,46,San Nicolás de los Garza,447,67,182,89,93,7,3,4,175,86,89,169,83,86,156,76,80,147,72,75,139,70,69,11,4,7,8,6,NaN,15,8,7,9,4,5,8,NaN,6,26,13,13,51,11,5,6,104.49,35,142,5,52,10,42,182,30,152
19,Nuevo León,46,San Nicolás de los Garza,447,68,103,47,56,7,NaN,5,96,45,51,92,44,48,82,40,42,81,39,42,79,38,41,7,NaN,6,7,4,3,7,5,NaN,NaN,NaN,0,NaN,NaN,NaN,9,4,5,29,5,NaN,4,119.15,22,79,NaN,33,4,29,103,8,95
19,Nuevo León,46,San Nicolás de los Garza,447,69,57,31,26,4,NaN,NaN,53,29,24,50,26,24,49,25,24,46,23,23,46,23,23,3,3,0,NaN,NaN,0,4,3,NaN,3,NaN,NaN,0,0,0,12,6,6,19,NaN,NaN,0,83.87,11,45,NaN,17,3,14,57,6,51
19,Nuevo León,46,San Nicolás de los Garza,447,70,38,18,20,3,0,3,35,18,17,34,18,16,31,16,15,30,16,14,29,15,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5,NaN,3,13,NaN,NaN,0,111.11,8,30,0,13,NaN,11,38,7,31
19,Nuevo León,46,San Nicolás de los Garza,447,71,106,52,54,6,NaN,4,100,50,50,96,48,48,88,45,43,84,42,42,77,40,37,4,NaN,NaN,8,3,5,12,6,6,4,3,NaN,7,NaN,5,17,8,9,31,7,5,NaN,103.85,22,81,3,29,7,22,106,21,85
19,Nuevo León,46,San Nicolás de los Garza,447,72,91,49,42,0,0,0,91,49,42,91,49,42,79,42,37,77,41,36,74,40,34,NaN,NaN,0,10,5,5,11,6,5,NaN,NaN,NaN,3,NaN,NaN,15,8,7,28,13,6,7,85.71,14,71,6,28,7,21,91,14,77
19,Nuevo León,46,San Nicolás de los Garza,466,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,466,2,100,52,48,NaN,0,NaN,98,52,46,96,51,45,89,49,40,88,48,40,87,48,39,3,NaN,NaN,6,NaN,4,5,NaN,3,NaN,NaN,0,NaN,0,NaN,13,8,5,28,17,10,7,92.31,12,80,8,30,10,20,100,25,75
19,Nuevo León,46,San Nicolás de los Garza,466,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,466,4,94,46,48,0,0,0,94,46,48,93,45,48,90,44,46,88,42,46,86,40,46,3,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,0,20,6,14,21,17,9,8,104.35,6,80,8,30,13,17,94,41,53
19,Nuevo León,46,San Nicolás de los Garza,466,5,109,48,61,4,3,NaN,105,45,60,104,44,60,102,43,59,101,43,58,97,42,55,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,4,NaN,3,10,NaN,8,15,35,16,19,127.08,8,88,13,34,9,25,109,30,79
19,Nuevo León,46,San Nicolás de los Garza,466,6,81,45,36,0,0,0,81,45,36,79,43,36,75,42,33,74,42,32,74,42,32,3,NaN,NaN,3,NaN,NaN,3,NaN,NaN,NaN,0,NaN,0,0,0,10,7,3,18,27,18,9,80,7,63,11,28,15,13,81,36,45
19,Nuevo León,46,San Nicolás de los Garza,466,7,103,46,57,5,NaN,3,98,44,54,96,42,54,93,40,53,92,40,52,91,40,51,4,3,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN,15,NaN,13,16,29,13,16,123.91,11,75,17,32,9,23,103,33,70
19,Nuevo León,46,San Nicolás de los Garza,466,8,146,67,79,6,NaN,5,140,66,74,138,65,73,126,60,66,123,60,63,120,59,61,NaN,NaN,NaN,12,5,7,13,5,8,3,0,3,3,NaN,NaN,18,8,10,37,30,15,15,117.91,23,100,23,46,17,29,146,43,103
19,Nuevo León,46,San Nicolás de los Garza,466,9,163,79,84,4,NaN,3,159,78,81,158,78,80,151,75,76,144,71,73,140,70,70,NaN,0,NaN,7,3,4,13,7,6,7,4,3,4,NaN,3,31,11,20,37,35,22,13,106.33,19,125,19,57,21,36,163,51,112
19,Nuevo León,46,San Nicolás de los Garza,466,10,103,49,54,NaN,0,NaN,102,49,53,101,48,53,92,46,46,91,46,45,89,46,43,3,NaN,NaN,7,NaN,5,4,NaN,3,NaN,0,NaN,NaN,0,NaN,13,6,7,21,29,15,14,110.2,12,78,13,34,12,22,103,31,72
19,Nuevo León,46,San Nicolás de los Garza,466,11,36,20,16,NaN,NaN,0,34,18,16,34,18,16,32,18,14,32,18,14,28,16,12,0,0,0,NaN,0,NaN,NaN,0,NaN,0,0,0,4,NaN,NaN,3,NaN,NaN,8,10,7,3,80,4,28,4,10,4,6,36,9,27
19,Nuevo León,46,San Nicolás de los Garza,466,12,56,28,28,NaN,0,NaN,54,28,26,53,28,25,51,27,24,49,26,23,49,26,23,NaN,0,NaN,NaN,NaN,0,3,NaN,NaN,NaN,NaN,NaN,0,0,0,8,6,NaN,15,16,7,9,100,7,40,9,18,6,12,56,17,39
19,Nuevo León,46,San Nicolás de los Garza,466,13,124,59,65,4,0,4,120,59,61,120,59,61,120,59,61,118,58,60,116,57,59,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11,11,31,33,14,19,110.17,6,100,18,35,6,29,124,18,106
19,Nuevo León,46,San Nicolás de los Garza,466,14,108,58,50,NaN,0,NaN,107,58,49,104,57,47,103,57,46,102,57,45,100,56,44,4,NaN,3,0,0,0,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,10,6,4,29,30,16,14,86.21,6,86,16,35,9,26,108,22,86
19,Nuevo León,46,San Nicolás de los Garza,466,15,89,45,44,NaN,NaN,0,88,44,44,87,44,43,82,43,39,80,41,39,77,41,36,NaN,0,NaN,5,NaN,4,7,3,4,NaN,NaN,0,3,0,3,11,4,7,21,28,14,14,97.78,9,61,19,29,14,15,89,47,42
19,Nuevo León,46,San Nicolás de los Garza,466,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,466,17,90,40,50,4,NaN,3,86,39,47,86,39,47,82,37,45,81,36,45,81,36,45,0,0,0,4,NaN,NaN,4,3,NaN,NaN,NaN,0,0,0,0,10,3,7,13,33,18,15,125,9,59,22,30,9,21,90,26,64
19,Nuevo León,46,San Nicolás de los Garza,466,18,33,15,18,NaN,NaN,0,30,12,18,29,11,18,26,10,16,26,10,16,25,10,15,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,0,0,NaN,0,NaN,NaN,0,NaN,3,11,6,5,120,6,17,9,11,3,8,33,10,23
19,Nuevo León,46,San Nicolás de los Garza,466,19,46,27,19,NaN,0,NaN,44,27,17,44,27,17,39,24,15,38,24,14,38,24,14,0,0,0,5,3,NaN,4,NaN,NaN,NaN,0,NaN,0,0,0,5,4,NaN,14,11,7,4,70.37,8,31,7,15,9,6,46,24,22
19,Nuevo León,46,San Nicolás de los Garza,466,20,27,18,9,0,0,0,27,18,9,26,18,8,23,15,8,22,15,7,22,15,7,NaN,0,NaN,3,3,0,3,NaN,NaN,NaN,0,NaN,0,0,0,NaN,NaN,0,6,9,5,4,50,5,16,6,10,8,NaN,27,20,7
19,Nuevo León,46,San Nicolás de los Garza,466,21,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,466,22,49,22,27,NaN,NaN,0,48,21,27,48,21,27,45,20,25,42,19,23,40,18,22,0,0,0,3,NaN,NaN,6,NaN,4,3,NaN,NaN,NaN,NaN,NaN,9,3,6,9,7,NaN,5,122.73,7,38,4,14,3,11,49,12,37
19,Nuevo León,46,San Nicolás de los Garza,466,23,37,19,18,NaN,NaN,0,36,18,18,35,17,18,34,17,17,34,17,17,31,14,17,NaN,NaN,0,NaN,0,NaN,0,0,0,0,0,0,3,3,0,3,NaN,NaN,10,8,4,4,94.74,3,28,6,11,NaN,9,37,6,31
19,Nuevo León,46,San Nicolás de los Garza,466,24,49,25,24,NaN,0,NaN,47,25,22,46,24,22,41,20,21,37,17,20,33,15,18,NaN,NaN,NaN,4,4,0,8,7,NaN,4,3,NaN,4,NaN,NaN,4,0,4,10,5,3,NaN,96,12,33,4,11,NaN,10,49,4,45
19,Nuevo León,46,San Nicolás de los Garza,466,25,93,47,46,0,0,0,93,47,46,92,46,46,90,45,45,89,45,44,85,43,42,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,4,NaN,NaN,13,6,7,22,20,8,12,97.87,4,81,8,28,10,18,93,33,60
19,Nuevo León,46,San Nicolás de los Garza,466,26,19,10,9,0,0,0,19,10,9,19,10,9,19,10,9,19,10,9,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,6,5,3,NaN,90,0,18,NaN,6,4,NaN,19,11,8
19,Nuevo León,46,San Nicolás de los Garza,466,27,29,15,14,0,0,0,29,15,14,25,13,12,24,13,11,24,13,11,24,13,11,4,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0,0,0,0,0,0,3,NaN,NaN,9,5,NaN,3,93.33,5,20,4,9,7,NaN,29,23,6
19,Nuevo León,46,San Nicolás de los Garza,466,28,69,38,31,NaN,0,NaN,67,38,29,67,38,29,62,36,26,60,34,26,58,32,26,0,0,0,5,NaN,3,6,4,NaN,NaN,NaN,0,NaN,NaN,0,4,NaN,NaN,18,14,7,7,81.58,9,55,5,23,17,6,69,49,20
19,Nuevo León,46,San Nicolás de los Garza,466,29,156,81,75,6,4,NaN,150,77,73,149,76,73,142,72,70,140,70,70,136,69,67,NaN,NaN,0,6,3,3,7,4,3,NaN,NaN,0,4,NaN,3,18,10,8,36,27,13,14,92.59,16,128,12,47,18,29,156,54,102
19,Nuevo León,46,San Nicolás de los Garza,466,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,466,31,28,10,18,NaN,NaN,0,27,9,18,25,9,16,21,8,13,21,8,13,20,8,12,3,0,3,3,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,NaN,7,NaN,5,8,0,0,0,180,7,21,0,10,NaN,9,28,NaN,27
19,Nuevo León,46,San Nicolás de los Garza,466,32,56,27,29,3,0,3,53,27,26,52,27,25,44,22,22,39,19,20,36,18,18,3,NaN,NaN,6,3,3,9,6,3,5,3,NaN,3,NaN,NaN,5,NaN,3,16,3,NaN,NaN,107.41,17,36,3,18,5,13,56,14,42
19,Nuevo León,46,San Nicolás de los Garza,466,33,43,22,21,NaN,0,NaN,42,22,20,41,22,19,35,19,16,33,19,14,31,18,13,3,NaN,NaN,4,NaN,NaN,6,NaN,4,NaN,0,NaN,NaN,NaN,NaN,10,7,3,16,NaN,NaN,NaN,95.45,10,33,0,13,3,10,43,10,33
19,Nuevo León,46,San Nicolás de los Garza,466,34,29,16,13,0,0,0,29,16,13,29,16,13,28,16,12,25,15,10,23,14,9,0,0,0,NaN,0,NaN,4,NaN,3,3,NaN,NaN,NaN,NaN,NaN,9,6,3,10,NaN,NaN,0,81.25,4,23,NaN,7,4,3,29,15,14
19,Nuevo León,46,San Nicolás de los Garza,466,35,24,15,9,NaN,NaN,0,22,13,9,21,12,9,15,9,6,13,8,5,12,7,5,NaN,NaN,0,6,3,3,7,4,3,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,8,0,0,0,60,11,13,0,6,NaN,5,24,5,19
19,Nuevo León,46,San Nicolás de los Garza,466,36,14,5,9,NaN,0,NaN,12,5,7,12,5,7,10,4,6,10,4,6,9,4,5,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,0,NaN,3,NaN,NaN,4,0,0,0,180,4,10,0,3,0,3,14,0,14
19,Nuevo León,46,San Nicolás de los Garza,466,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,466,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,1,36,21,15,0,0,0,36,21,15,36,21,15,34,20,14,32,19,13,32,19,13,0,0,0,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,0,0,0,5,5,0,10,12,6,6,71.43,4,24,8,11,NaN,10,36,NaN,34
19,Nuevo León,46,San Nicolás de los Garza,485,2,62,32,30,NaN,NaN,NaN,60,31,29,59,31,28,54,27,27,52,26,26,51,26,25,NaN,NaN,NaN,4,3,NaN,5,3,NaN,NaN,NaN,NaN,NaN,0,NaN,4,NaN,NaN,15,19,9,10,93.75,10,37,15,21,NaN,20,62,NaN,61
19,Nuevo León,46,San Nicolás de los Garza,485,3,81,41,40,NaN,0,NaN,80,41,39,80,41,39,73,38,35,69,36,33,64,33,31,NaN,NaN,0,6,NaN,4,7,3,4,4,NaN,NaN,5,3,NaN,8,6,NaN,20,21,12,9,97.56,12,53,16,25,7,18,81,27,54
19,Nuevo León,46,San Nicolás de los Garza,485,4,130,67,63,6,4,NaN,124,63,61,123,63,60,114,60,54,112,58,54,111,58,53,NaN,0,NaN,8,3,5,6,4,NaN,NaN,NaN,0,NaN,0,NaN,15,9,6,30,39,20,19,94.03,18,83,29,41,13,28,130,40,90
19,Nuevo León,46,San Nicolás de los Garza,485,5,128,63,65,NaN,NaN,NaN,126,62,64,123,59,64,113,53,60,108,52,56,104,51,53,5,4,NaN,8,5,3,11,5,6,5,NaN,4,4,NaN,3,8,4,4,24,44,24,20,103.17,20,73,35,47,7,40,128,12,116
19,Nuevo León,46,San Nicolás de los Garza,485,6,92,46,46,NaN,NaN,0,91,45,46,88,45,43,83,42,41,79,41,38,76,40,36,4,NaN,3,4,NaN,NaN,7,NaN,5,4,NaN,3,3,NaN,NaN,12,8,4,25,26,14,12,100,13,62,17,30,5,25,92,10,82
19,Nuevo León,46,San Nicolás de los Garza,485,7,47,24,23,0,0,0,47,24,23,47,24,23,47,24,23,46,24,22,44,22,22,0,0,0,0,0,0,NaN,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,10,24,11,13,95.83,NaN,33,13,15,NaN,14,47,NaN,45
19,Nuevo León,46,San Nicolás de los Garza,485,8,69,42,27,NaN,NaN,NaN,67,41,26,67,41,26,65,39,26,64,39,25,64,39,25,0,0,0,NaN,NaN,0,3,NaN,NaN,NaN,0,NaN,0,0,0,6,3,3,13,29,17,12,64.29,5,42,22,27,11,16,69,31,38
19,Nuevo León,46,San Nicolás de los Garza,485,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,10,38,20,18,0,0,0,38,20,18,38,20,18,37,19,18,37,19,18,36,19,17,0,0,0,NaN,NaN,0,NaN,NaN,0,0,0,0,NaN,0,NaN,NaN,0,NaN,4,26,15,11,90,NaN,18,19,14,3,11,38,7,31
19,Nuevo León,46,San Nicolás de los Garza,485,12,41,21,20,0,0,0,41,21,20,41,21,20,41,21,20,41,21,20,40,21,19,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,7,NaN,5,11,11,6,5,95.24,0,31,10,12,3,9,41,11,30
19,Nuevo León,46,San Nicolás de los Garza,485,13,108,53,55,NaN,NaN,0,106,51,55,103,50,53,93,47,46,92,46,46,88,46,42,5,NaN,3,8,NaN,6,6,NaN,4,NaN,NaN,0,4,0,4,12,6,6,23,31,17,14,103.77,16,68,24,31,5,26,108,9,99
19,Nuevo León,46,San Nicolás de los Garza,485,14,36,21,15,0,0,0,36,21,15,36,21,15,35,20,15,35,20,15,34,19,15,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,4,3,NaN,9,17,8,9,71.43,NaN,21,14,13,NaN,12,36,NaN,34
19,Nuevo León,46,San Nicolás de los Garza,485,15,87,48,39,NaN,NaN,0,86,47,39,83,45,38,81,44,37,78,43,35,74,39,35,3,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,3,NaN,NaN,4,4,0,9,4,5,21,32,17,15,81.25,9,52,26,31,18,13,87,46,41
19,Nuevo León,46,San Nicolás de los Garza,485,16,86,42,44,0,0,0,86,42,44,85,42,43,80,40,40,77,39,38,75,39,36,NaN,0,NaN,4,NaN,NaN,5,NaN,3,3,NaN,NaN,NaN,0,NaN,15,7,8,23,16,10,6,104.76,9,64,13,27,6,21,86,16,70
19,Nuevo León,46,San Nicolás de los Garza,485,17,82,41,41,NaN,0,NaN,81,41,40,80,41,39,69,36,33,66,35,31,66,35,31,3,NaN,NaN,9,4,5,11,5,6,3,NaN,NaN,0,0,0,8,4,4,14,25,15,10,100,16,44,22,30,11,19,82,23,59
19,Nuevo León,46,San Nicolás de los Garza,485,18,91,45,46,NaN,NaN,NaN,89,44,45,87,43,44,75,39,36,69,36,33,67,35,32,4,NaN,NaN,10,3,7,12,5,7,6,3,3,NaN,NaN,NaN,6,5,NaN,19,24,13,11,102.22,22,50,19,27,8,19,91,28,63
19,Nuevo León,46,San Nicolás de los Garza,485,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,20,94,49,45,3,NaN,NaN,91,47,44,90,47,43,85,42,43,82,42,40,78,41,37,NaN,0,NaN,5,5,0,7,4,3,3,0,3,4,NaN,3,10,5,5,21,27,15,12,91.84,12,66,16,27,10,17,94,27,67
19,Nuevo León,46,San Nicolás de los Garza,485,21,115,54,61,5,NaN,3,110,52,58,105,52,53,93,50,43,91,50,41,90,50,40,5,0,5,12,NaN,10,10,NaN,9,NaN,0,NaN,NaN,0,NaN,8,NaN,6,24,31,18,13,112.96,24,68,23,36,12,24,115,32,83
19,Nuevo León,46,San Nicolás de los Garza,485,22,141,87,54,3,3,0,138,84,54,135,81,54,126,74,52,122,73,49,117,69,48,6,6,0,6,4,NaN,9,4,5,4,NaN,3,5,4,NaN,17,10,7,41,38,23,15,62.07,19,96,26,43,15,28,141,46,95
19,Nuevo León,46,San Nicolás de los Garza,485,23,100,53,47,NaN,NaN,0,99,52,47,99,52,47,94,49,45,92,48,44,87,46,41,NaN,NaN,0,4,NaN,NaN,5,NaN,3,NaN,NaN,NaN,5,NaN,3,9,6,3,19,39,23,16,88.68,8,62,30,31,9,22,100,29,71
19,Nuevo León,46,San Nicolás de los Garza,485,24,94,44,50,NaN,NaN,NaN,92,43,49,92,43,49,90,42,48,86,41,45,81,40,41,NaN,NaN,0,NaN,0,NaN,5,NaN,4,4,NaN,3,5,NaN,4,14,7,7,23,22,11,11,113.64,8,71,15,24,4,20,94,11,83
19,Nuevo León,46,San Nicolás de los Garza,485,25,60,28,32,0,0,0,60,28,32,59,27,32,54,26,28,53,26,27,52,25,27,3,NaN,NaN,3,0,3,3,0,3,NaN,0,NaN,NaN,NaN,0,10,3,7,12,22,12,10,114.29,7,38,15,18,5,13,60,17,43
19,Nuevo León,46,San Nicolás de los Garza,485,26,39,22,17,NaN,NaN,0,38,21,17,38,21,17,36,19,17,36,19,17,35,18,17,0,0,0,NaN,NaN,0,NaN,NaN,0,0,0,0,NaN,NaN,0,8,3,5,9,14,8,6,77.27,3,26,10,12,4,8,39,11,28
19,Nuevo León,46,San Nicolás de los Garza,485,27,133,69,64,4,3,NaN,129,66,63,126,66,60,117,63,54,114,61,53,108,59,49,5,NaN,4,7,NaN,5,8,4,4,3,NaN,NaN,6,NaN,4,15,9,6,35,40,23,17,92.75,19,88,26,41,11,30,133,19,114
19,Nuevo León,46,San Nicolás de los Garza,485,28,128,67,61,NaN,0,NaN,127,67,60,125,65,60,119,62,57,114,60,54,105,56,49,4,3,NaN,4,NaN,NaN,9,4,5,5,NaN,3,9,4,5,15,8,7,31,31,18,13,91.04,14,87,27,42,12,30,128,28,100
19,Nuevo León,46,San Nicolás de los Garza,485,29,119,66,53,3,NaN,NaN,116,64,52,114,63,51,107,59,48,102,57,45,97,55,42,3,NaN,NaN,6,4,NaN,10,5,5,5,NaN,3,5,NaN,3,17,8,9,26,31,20,11,80.3,17,73,29,37,15,22,119,40,79
19,Nuevo León,46,San Nicolás de los Garza,485,30,146,79,67,3,NaN,NaN,143,77,66,141,76,65,136,74,62,130,71,59,127,70,57,3,NaN,NaN,4,NaN,NaN,8,4,4,6,3,3,3,NaN,NaN,16,9,7,31,50,27,23,84.81,16,94,36,49,14,35,146,39,107
19,Nuevo León,46,San Nicolás de los Garza,485,31,39,20,19,NaN,NaN,0,38,19,19,38,19,19,38,19,19,35,17,18,33,16,17,0,0,0,0,0,0,3,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,6,NaN,4,7,16,9,7,95,4,21,14,14,5,9,39,16,23
19,Nuevo León,46,San Nicolás de los Garza,485,32,102,56,46,0,0,0,102,56,46,97,52,45,90,46,44,90,46,44,87,44,43,5,4,NaN,7,6,NaN,5,5,0,0,0,0,3,NaN,NaN,9,4,5,21,37,23,14,82.14,12,60,30,34,18,16,102,51,51
19,Nuevo León,46,San Nicolás de los Garza,485,33,61,33,28,NaN,0,NaN,60,33,27,59,33,26,57,33,24,53,30,23,53,30,23,NaN,0,NaN,NaN,0,NaN,5,3,NaN,4,3,NaN,0,0,0,5,5,0,17,22,10,12,84.85,8,33,20,27,8,19,61,15,46
19,Nuevo León,46,San Nicolás de los Garza,485,34,108,54,54,3,NaN,NaN,105,53,52,103,52,51,94,49,45,94,49,45,91,48,43,3,NaN,NaN,8,3,5,4,NaN,3,0,0,0,3,NaN,NaN,7,4,3,23,36,22,14,100,14,65,29,38,11,27,108,32,76
19,Nuevo León,46,San Nicolás de los Garza,485,35,22,11,11,0,0,0,22,11,11,21,11,10,20,10,10,20,10,10,20,10,10,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,100,NaN,15,5,7,0,7,22,0,22
